run_name,controller,action_space_size,arrival_step,arrival_time_s,mean_latency_ms,fps,final_error,mean_last_window_error,median_last_window_error,window_size
20260426_225324_fig_tracking_midres,gvla,131072.0,59.0,1.2,1.4917353253501158,670.3602060005493,0.027792252600193024,0.03515654765069485,0.03555598296225071,50
20260426_225324_fig_tracking_midres,dense,131072.0,56.0,1.1400000000000001,0.8934806364898881,1119.2184353637276,0.037652600556612015,0.03354580417275429,0.034001993015408516,50
20260426_225026_fig_tracking_highres,gvla,524288.0,54.0,1.1,1.672251511675616,597.9961704432774,0.041708916425704956,0.035050903521478174,0.03571821004152298,50
20260426_225026_fig_tracking_highres,dense,524288.0,56.0,1.1400000000000001,3.5476224737552307,281.8789224044687,0.03759549558162689,0.033497502580285075,0.03403153270483017,50
20260426_225516_fig_tracking_ultra,gvla,1048576.0,59.0,1.2,1.6323489734592538,612.6141016775429,0.027741560712456703,0.03509133007377386,0.0355034563690424,50
20260426_225516_fig_tracking_ultra,dense,1048576.0,56.0,1.1400000000000001,6.846616985276341,146.0575350060477,0.03758794069290161,0.03350280348211527,0.03400116786360741,50
